"menu_pk","menu_uppk","menu_status","menu_p_type","menu_p_use","menu_level","menu_soft","menu_name","menu_title","menu_remark1","menu_page","menu_remark2","menu_url_path","menu_url_file","menu_url_para","menu_flag","menu_count"
"144","139","1","r","256","3","50","18.註銷逃跑陳報函","18.註銷逃跑陳報函","","report_page","","../report_foms/reports/www/","e_b_18/e_b_18.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","28"
"145","139","1","r","22","3","50","19.連續曠職三日失去聯繫外國人名冊","19.連續曠職三日失去聯繫外國人名冊","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_b_19.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","659"
"146","139","1","r","23","3","50","20.於入出國或收容單位行蹤不明切結書","20.於入出國或收容單位行蹤不明切結書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_b_20.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","10"
"147","102","1","x","0","2","50","C.送移民署相關文件","C.送移民署相關文件","","","","","#","","","0"
"148","147","1","r","24","3","50","01-1.外勞居留案件申請表 [初次居留、資料異動]","01-1.外勞居留案件申請表 [初次居留、資料異動]","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_1_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","4433"
"149","147","1","r","127","3","50","01-2.外勞居留案件申請表 [初次居留、資料異動](新)","01-2.外勞居留案件申請表 [初次居留、資料異動](新)","","report_page","","http://[_hostIP_]:8080/birt_260_100901/[_reportPath_]/","e_c_1_2.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","12298"
"150","147","1","r","160","3","50","02-2.送移民署相關文件-外勞委託書(台中縣)-中","02-2.送移民署相關文件-外勞委託書(台中縣)-中","","report_page","","../report_foms/reports/www/","e_c_2_2/e_c_2_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","34"
"151","147","1","r","161","3","50","02-4.送移民署相關文件-外勞委託書(彰化縣)-中","02-4.送移民署相關文件-外勞委託書(彰化縣)-中","","report_page","","../report_foms/reports/www/","e_c_2_4_1/e_c_2_4_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","34"
"152","147","1","x","0","3","50","---","02-4.送移民屬相關文件-外勞委託書(彰化縣)-中 ---","","","","","","","","0"
"153","147","1","r","25","3","50","02-1.外勞委託書 (通用)","02-1.外勞委託書 (通用)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_2_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","7696"
"154","147","1","x","0","3","50","---","02-1.外勞委託書 (通用) ---","","","","","","","","0"
"155","147","1","r","26","3","50","03-1.居留證切結書-補登","03-1.居留證切結書-補登","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_3_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","369"
"156","147","1","r","304","3","50","03-2.居留證切結書-遺失補發","03-2.居留證切結書-遺失補發","","report_page","","../report_foms/report/sfoms/","e_c_3_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","289"
"157","147","1","x","0","3","50","---","03-2.居留證切結書-遺失補發 ---","","","","","","","","0"
"158","147","1","x","0","3","50","04.在職證明書","04.在職證明書","","","","","#","","","0"
"159","158","1","r","27","4","50","A.在職證明書--中文(有表格)","A.在職證明書--中文(有表格)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_4_a.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","10647"
"160","158","1","r","28","4","50","C.在職證明書--中文(無表格)","C.在職證明書--中文(無表格)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_4_c.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","76"
"161","158","1","r","29","4","50","E.在職證明書(新竹市)","E.在職證明書(新竹市)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_4_e.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","16"
"162","158","1","r","30","4","50","I.台南市辦理重出入境-在職證明書","I.台南市辦理重出入境-在職證明書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_4_i.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","61"
"163","147","1","r","110","3","50","05.台南市政府勞工局外籍勞工動態報備單","05.台南市政府勞工局外籍勞工動態報備單","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_5.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","14"
"164","147","1","r","324","3","50","06.送移民署相關文件-外勞返鄉說明書(台北市)","06.送移民署相關文件-外勞返鄉說明書(台北市)","","report_page","","../report_foms/reports/www/","e_c_5/e_c_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","24"
"165","147","1","r","31","3","50","07.外勞返鄉說明書(台北市)","07.外勞返鄉說明書(台北市)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_c_7.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","33"
"166","147","1","r","208","3","50","07_1.監護工變更工作地址送外事課聲明書","07_1.監護工變更工作地址送外事課聲明書","","report_page","","../report_foms/reports/www/","e_c_7/e_c_7.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"167","147","1","r","209","3","50","08.送移民署相關文件-重入國說明書 (中文.英.印.泰.越)","08.送移民署相關文件-重入國說明書 (中文.英.印.泰.越)","","report_page","","../report_foms/reports/www/","e_c_8/e_c_8.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","65"
"168","147","1","r","325","3","50","10.送移民署相關文件-入出國日期證明書申請表(新竹市)","10.送移民署相關文件-入出國日期證明書申請表(新竹市)","","report_page","","../report_foms/reports/www/","e_c_10/e_c_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","84"
"169","147","1","x","0","3","50","A.求才簽署書","A.求才簽署書","","","","","#","","","0"
"170","169","1","r","314","4","50","06_3.台南市求業服務站求才簽署書","06_3.台南市求業服務站求才簽署書","","report_page","","../report_foms/reports/www/","c_a_6_3/c_a_6_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"171","102","1","x","0","2","50","E.勞工局","E.勞工局","","","","","#","","","0"
"172","171","1","r","210","3","50","01.社會局驗章申請書","01.社會局驗章申請書","","report_page","","../report_foms/reports/www/","e_d_01/e_d_01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","32"
"173","171","1","r","211","3","50","02.社會局委託書","02.社會局委託書","","report_page","","../report_foms/reports/www/","e_d_02/e_d_02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","26"
"174","102","1","x","0","2","50","E.健康核備相關表格","E.健康核備相關表格","","","","","#","","","0"
"175","174","1","r","144","3","50","01.臺北市外籍勞工健檢核備申請書","01.臺北市外籍勞工健檢核備申請書","","report_page","","../report_foms/report/sfoms/","e_e_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","30"
"176","174","1","r","32","3","50","05.桃園縣外籍勞工健康查核備函補發申請書","05.桃園縣外籍勞工健康查核備函補發申請書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_e_5.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","17"
"177","174","1","r","300","3","50","06.台中市外籍勞工健檢核備申請書","06.台中市外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_6/e_e_6.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","42"
"178","174","1","r","216","3","50","07.台中市外籍勞工健檢核備委託書","07.台中市外籍勞工健檢核備委託書","","report_page","","../report_foms/reports/www/","e_e_7/e_e_7.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","32"
"179","174","1","r","217","3","50","08.台中縣外籍勞工健檢核備申請書","08.台中縣外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_8/e_e_8.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","13"
"180","174","1","r","218","3","50","09.台中縣外籍勞工健檢核備委託書","09.台中縣外籍勞工健檢核備委託書","","report_page","","../report_foms/reports/www/","e_e_9/e_e_9.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"181","174","1","r","212","3","50","10.彰化縣外籍勞工健檢核備申請書","10.彰化縣外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_10/e_e_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"182","174","1","r","213","3","50","11.彰化縣外籍勞工健檢核備委託書","11.彰化縣外籍勞工健檢核備委託書","","report_page","","../report_foms/reports/www/","e_e_11/e_e_11.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"183","174","1","r","214","3","50","13.高雄市外籍勞工健檢核備委託書","13.高雄市外籍勞工健檢核備委託書","","report_page","","../report_foms/reports/www/","e_e_13/e_e_13.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","39"
"184","174","1","r","311","3","50","14.高雄縣外籍勞工健檢核備申請書","14.高雄縣外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_14/e_e_14.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","49"
"185","174","1","r","215","3","50","15.高雄縣外籍勞工健檢核備委託書","15.高雄縣外籍勞工健檢核備委託書","","report_page","","../report_foms/reports/www/","e_e_15/e_e_15.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","14"
"186","174","1","r","312","3","50","17.台南市外籍勞工健檢核備申請書","17.台南市外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_17/e_e_17.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","64"
"187","174","1","r","313","3","50","18.台南縣外籍勞工健檢核備申請書","18.台南縣外籍勞工健檢核備申請書","","report_page","","../report_foms/reports/www/","e_e_18/e_e_18.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","36"
"188","174","1","r","33","3","50","21.其他縣市外籍勞工健檢核備申請書","21.其他縣市外籍勞工健檢核備申請書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_e_21.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","1146"
"189","174","1","r","34","3","50","22.其他縣市外籍勞工健檢核備委託書","22.其他縣市外籍勞工健檢核備委託書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_e_22.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","965"
"190","102","1","x","0","2","50","G.勞委會申請表格(一)","G.勞委會申請表格(一)","","","","","#","","","0"
"191","190","1","x","0","3","50","1.一般聘僱申請表","1.一般聘僱申請表","","","","","#","","","0"
"192","191","8","r","326","4","50","01.製造工作申請書-初次申請、重新招募","01.製造工作申請書-初次申請、重新招募","","report_page","","../report_foms/reports/www/","e_g_1_01/e_g_1_01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","866"
"193","191","8","r","327","4","50","02.製造工作申請書-初次申請、重新招募(國別配額)","02.製造工作申請書-初次申請、重新招募(國別配額)","","report_page","","../report_foms/reports/www/","e_g_1_02/e_g_1_02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","35"
"194","191","1","r","328","4","50","03.營造工作申請書-初次申請、重新招募(國別配額)","03.營造工作申請書-初次申請、重新招募(國別配額)","","report_page","","../report_foms/reports/www/","e_g_1_03_p/e_g_1_03_p.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","57"
"195","191","1","r","329","4","50","04.營造工作申請書-初次申請、重新招募","04.營造工作申請書-初次申請、重新招募","","report_page","","../report_foms/reports/www/","e_g_1_04/e_g_1_04.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","42"
"196","191","8","r","35","4","50","05.家庭看護申請表 ─ 初次招募、重新招募","05.家庭看護申請表 ─ 初次招募、重新招募","","report_page","","../report_foms/report/sfoms/","e_g_1_05.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","29"
"197","191","8","r","36","4","50","06.家庭幫傭申請表 ─ 初次招募、重新招募","06.家庭幫傭申請表 ─ 初次招募、重新招募","","report_page","","../report_foms/report/sfoms/","e_g_1_06.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","32"
"198","191","1","r","219","4","50","08.AF-008就服法第46條第項第11款外國人初次招募申請書(1030822)","08.AF-008就服法第46條第項第11款外國人初次招募申請書(1030822)","","report_page","","../report_foms/report/sfoms/","e_g_1_08.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","202"
